grant_id,grant_val
7181105,R01 MH101163
7182091,R01 EY010056
7182095,P30 EY025585
7182297,R01 EY017607
7182301,P30 EY001931
7182305,UL1 TR001436
7182487,R01 EY025677
7182491,S10 RR028122
7182495,P30 EY003790
7183221,R21 EY027945
7183545,R01 EY025799
7183549,P30 DK096493
7183553,R01 HL124120
7183557,P30 CA060553
7183561,P30 DK114857
7183565,R01 EY029121
7184129,K23 EY022940
7184133,P30 EY003790
7184255,R01 EY022313
7184745,DP3 DK108248
7185249,P30 EY022589
7185253,T32 EY026590
7185257,R21 EY027945
7185657,R43 EY026841
7186021,213632/Z/18/Z
7186547,U10 EY017337
7186551,K23 EY029763
7186555,P30 EY029220
7188357,R01 AG057700
7188361,R01 GM122406
7189217,R24 HD065688
7193335,21973
7199433,U10 CA180819
7199437,U10 CA180888
7204131,17IRG33410724
7204135,K23 HL123634
7206361,P01 AI102851
7206365,T32 GM007356
7209103,R01 DK093426
7209107,R01 AI127406
7209329,R01 MH103198
7209333,069683/Z/02/Z
7209337,085477/Z/08/Z
7209341,058893/Z/99/A
7209345,P2C HD050924
7209349,085477/B/08/Z
7209353,R01 MH087118
7210211,200517/Z/16/Z
7212149,R56 HL123015
7212153,R01 HL126945
7212157,R01 HL138116
7212161,R01 EB021926
7212165,R01 CA188652
7212447,R21 AI136523
7212817,R35 GM124935
7213557,R00 HL130577
7213561,P20 GM121334
7213969,U54 MH091657
7215237,001
7215241,U36 OE000002
7215245,NU2GGH002093
7215967,R01 HL125625
7216169,108375/Z/15/Z
7219531,BB/M022080/1
7219535,MC_UU00012/1
7219539,MC_U12266B
7219797,P50 HG007735
7219801,R01 HG010359
7220047,T32 GM008449
7220269,F30 GM131672
7220273,R01 GM130142
7220277,R01 MH054137
7220281,FDN-148431
7220603,R01 HL142217
7220759,F32 GM126663
7220763,R01 CA200423
7220969,U54 MH091657
7220973,FRN 148365
7221089,F31 MH114509
7221093,R01 MH082833
7221211,BB/M008606/1
7222385,R01 GM020056
7222389,R37 GM020056
7222485,F31 HL142223
7222489,R01 DE016523
7222493,R01 HL132353
7222497,R21 AR067469
7223367,55007416
7223593,R35 GM134897
7223781,R01 GM098399
7224913,R01 EB027202
7224917,Z01 DK036144
7225367,R01 DK074731
7225371,R21 AG054903
7225375,R56 DK074731
7225753,R01 EY019497
7225757,R01 EY013612
7225761,P30 EY012576
7225765,T32 EY015387
7225769,F32 EY028003
7225773,K99 EY030944
7225777,R01 EY029087
7226205,R01 HD083310
7227057,R01 DK112296
7227061,R01 DK112978
7227065,R01 DK124133
7227069,R01 GM108505
7227073,P30 CA016087
7227077,R01 DK123749
7227081,F31 DK112679
7227085,T32 AI078892
7227351,R01 GM066164
7227507,P30 DA023026
7227679,R01 AI116585
7227683,R21 DE027888
7227687,R01 AI140718
7227691,R01 AI140705
7227695,R35 CA200422
7227699,R01 DE028521
7227703,R01 DE023926
7227707,R01 CA251275
7227711,R01 CA213371
7227837,R01 GM032543
7227841,U01 DA047729
7227845,U01 EB021236
7228979,R01 GM102362
7229213,P01 NS080675
7229299,P30 GM124165
7229303,R35 HL139945
7229307,S10 RR029205
7229311,T32 GM007324
7229529,R01 GM108779
7229597,K08 AR070290
7229601,P41 GM103403
7229605,R01 GM132302
7229609,S10 OD021527
7229613,S10 RR029205
7229617,R21 AI137584
7229713,P 31255
7230101,R37 MH101495
7230105,PJT-162111
7230255,K01 AI130326
7230593,U01 MH114819
7230597,P50 MH094271
7230601,U24 OD026638
7230605,R21 NS105437
7230609,R21 AG064448
7230613,P51 OD011107
7230949,R01 GM110444
7231095,R01 GM051923
7231519,R01 HG009663
7231523,R01 HL119099
7232011,R01 CA198291
7232699,R35 GM118102
7233305,R21 NS097426
7233309,I01 BX002174
7233313,IK6 BX004982
7233317,R01 AG050431
7233321,R01 AT006681
7233477,P30 ES017885
7233481,U19 AG023122
7233969,R01 NR014855
7233973,T32 NR007104
7234105,U01 TR002626
7234327,K12 CA090628
7234331,L30 CA231541
7234335,R21 CA197878
7234339,U10 CA180790
7234545,R01 DK115219
7235941,80NSSC17K0295
7235945,80NSSC18K1139
7235949,R21 ES025661
7235953,R33 ES025661
7236087,R01 CA225637
7236091,R15 GM114713
7236095,S10 OD026970
7237023,P01 GM051487
7237253,T32 GM118291
7237257,R01 GM065056
7237261,U54 AI150472
7237265,R01 AI153216
7237269,P41 GM128577
7237433,KL2 TR003018
7237437,R01 DK063349
7237647,P01 NS097197
7239593,SP/12/1/29062
7239801,UL1 RR024975
7239805,R35 HL135790
7239809,F30 HL147464
7239813,T32 GM007347
7239817,S10 RR025141
7239821,UL1 TR002243
7239825,UL1 TR000445
7239933,K24 HL136859
7239937,R25 HL116372
7240209,R01 NR002093
7240213,UL1 TR003015
7242315,U54 DA036151
7242319,R01 ES029435
7243603,IA/I/14/1/501305
7243715,P20 GM103636
7243719,R01 AI126851
7243723,T32 DK077653
7244051,R01 GM032443
7244055,R37 GM032443
7244215,R35 GM126949
7245385,R01 AI109022
7245389,R21 AI142377
7247427,C5759/A20971
7247431,100282/Z/12/Z
7248161,R01 AI132590
7248165,R01 AI143731
7248169,R01 DC016106
7249415,R01 GM129478
7249419,S10 OD016164
7249423,T32 GM008056
7249505,P20 GM119943
7249509,R01 GM125071
7249513,R01 GM132222
7251145,001
7253717,P30 DC005211
7253721,R01 DC011571
7253725,T32 DC000023
7256199,07/60/49
7256203,10/104/07
7256207,HTA/14/49/13
7257971,001
7258395,MR/S037519/1
7258927,F32 HL149187
7258931,KL2 TR001424
7259425,001
7261511,R01 HL139536
7267444,I01 BX003705
7267448,I01 RX002687
7273238,106926
7273756,MR/S000542/1
7273760,BB/S010122/1
7273764,106914/Z/15/Z
7274178,P30 CA023168
7274182,R01 CA069202
7274710,R01 AG048252
7274714,R01 HD022614
7275274,R01 AG052519
7275278,1R01AG052519-01A1
7275282,1R56AG052519-01
7275286,R56 AG052519
7275290,R01 AG056477
7275382,R01 NS035549
7275742,F32 HD088051
7275746,R01 GM122439
7275750,R01 GM125089
7275826,MR/P019374/1
7276022,K08 CA222625
7276418,ZIA HD000068
7276422,R01 GM058843
7276426,R56 GM058843
7276430,Z01 ES050159
7276948,F32 GM139254
7276952,R01 GM077382
7276956,R01 GM101533
7276960,S10 OD024999
7283474,K12 CA215110
7283478,T32 GM007205
7283482,UL1 TR001863
7283986,P30 CA023168
7283990,R01 HD073156
7283994,R35 GM119787
7283998,S10 OD020029
7284696,P30 CA016672
7284858,R37 AI058072
7285006,R01 GM127654
7285162,R01 HL136395
7285166,R01 NS097590
7285500,UM1 AI126620
7285504,R21 NS106970
7285508,R01 AG062383
7285512,R01 DK123733
7285516,R21 AI143385
7285520,P30 AI045008
7285524,R21 AI129636
7285528,R01 NS117458
7285804,R01 DK113300
7285808,R01 DK114686
7286016,T32 GM080186
7286020,U24 GM116790
7286024,R01 AI030557
7286028,R37 AI030557
7286032,F30 HD101348
7286036,P50 AI150464
7286160,R37 AG026160
7286164,R01 AR032961
7286168,R01 AG026160
7286172,F30 AG057108
7286176,T32 GM008244
7286304,P30 CA016086
7286308,R35 GM118105
7287372,C59769/A25965
7287772,MOP-125949
7287776,FDN-143347
7288026,207472/Z/17/Z
7288624,001
7290290,001
7290714,001
7291382,MCCC-FCO-11-C
7295442,60501
7295446,Postdoctoral Fellowship
7295450,Wallenberg Academy Fellowship
7295564,NA
7296068,Coordination for the Improvement of Higher Education Personnel
7296072,CAPES. ECC is supported by the National Council for Scientific and Technological Development
7297774,P20 GM103449
7297778,UL1 TR002003
7298956,001
7299608,R01 AI107029
7299612,R01 AI143638
7299616,R25 GM089569
7299620,F31 AI120613
7300124,R01 AI130170
7300346,UL1 TR001102
7300350,UL1 TR002541
7300354,R01 MH096776
7300358,R01 MH091448
7300362,U01 CA138962
7300366,R01 CA138962
7300370,R01 DK088762
7300374,R01 HL101932
7300378,R01 HL102122
7300382,R01 AG036755
7300386,R01 AR059086
7300390,R01 AR060574
7300394,R01 MH091448
7300398,P30 MH090333
7300688,BB/K018612/1
7300692,BB/K018612/2
7300836,P30 DA027828
7300910,DP1 AI144249
7300914,R01 AI114929
7302406,K23 NR019014
7302528,PI15/00276
7302532,PI15/00572
7302536,PI15/00996
7302540,RD16/0001/0004
7302544,RD16/0001/0005
7302548,RD16/0001/0006
7302832,001
7303046,R01 MH122025
7303100,R01 HD088412
7303104,P01 HD087157
7303108,P30 CA125123
7303526,001
7303994,001
7305130,2018C03022
7305134,KWJ-ZJ-1802
7305138,8180310
7305142,LQ18H160002
7305288,1026007-03-302-21-606583 FFT: RHDSHH2018
7305394,Study No. GP2017-020
7305398,2017-GNS-001
7305562,PCTI 2018-220 (GRUPIN: IDI2018-000237 and FEDER)
7305566,E-RTA2013-00013-C04-04
7305810,No.U1813222;No.18JCYBJC16500;No.19210404D
7305912,17-038
7306420,20H02740
7306424,JP18064002
7306662,R01 HD093628
7307328,DEL-15-01
7310360,R01 DK101507
7311012,001
7311400,U19 MH095687
7311404,P30 AG066615
7311408,T32 HD007168
7311412,R01 HD075875
7311416,P2C HD050924
7311588,R01 HL126136
7311592,R01 HL128914
7311596,R01 HL092577
7311748,R21 AR071046
7311752,R01 DK113196
7311756,R01 GM119174
7311760,R56 HL141744
7311764,P50 AA024333
7311768,U01 AA026976
7311772,U01 DK061732
7315654,EPA999999
7316676,R01 DC007910
7318670,R01 GM110137
7318674,R21 AI137696
7319166,HHSN272201400024C
7319170,T32 AI089554
7319174,U19 AI117905
7319446,HHSN261200800001C
7319450,HHSN261200800001E
7319454,ZIA BC011490
7320418,P30 CA046934
7320422,R01 CA237608
7320426,R35 GM119550
7321310,R01 CA210929
7321314,R01 CA216437
7321318,R01 CA216911
7321322,P01 CA193124
7321326,P30 CA016672
7321752,R21 AI140109
7321756,R01 DK089098
7321760,P30 CA077598
7321764,R21 DK112144
7321768,R01 AI139420
7321772,R01 DK123299
7321776,R01 DK102648
7321780,R01 DK115720
7321940,MR/P022138/1
7321944,FC001076
7321948,FC001999
7321952,FC001999
7321956,FC001076
7321960,091664/B/10/Z
7321964,FC001076
7321968,FC001999
7321972,217202/Z/19/Z
7321976,108246/Z/15/Z
7322140,R01 DE022503
7322144,R01 DE025221
7322148,U01 DE028729
7322302,R01 NS076460
7322306,DP1 HD075623
7322830,R21 HD084959
7322834,R35 GM127075
7322986,R01 NS097498
7322990,R01 NS089896
7322994,R21 NS104774
7322998,R01 DA020140
7323002,R01 NS116008
7323552,MR/P006213/1
7324248,T32 GM007753
7324252,U01 CK000490
7324256,U01CK000490
7324260,U19 AI135995
7324552,R21 AI129531
7324556,R21 AI142638
7324560,HHSN272201400008C
7324564,R01 AI124429
7324568,R01 AI123738
7324572,R01 AI129868
7324576,75N93019C00051
7324580,F30 HL145907
7324584,T32 AI055400
7324588,U19 AI142596
7324592,R01 AI146101
7325068,R21 AG059176
7325072,RF1 AG051485
7325076,RF1 AG059082
7325354,R01 GM086197
7325512,R01 GM114450
7325516,P41 GM103310
7325520,U24 GM129539
7325524,P41 GM109824
7325528,R35 GM130234
7325532,P41 GM103314
7325536,R35 GM118130
7325930,R01 HL135613
7325934,U54 CA228110
7325938,R01 ES029177
7325942,R01 HL133404
7325946,R21 ES028006
7325950,R56 ES027012
7325954,R01 HL137738
7326874,R01 AI095366
7326878,HHSN272201400018C
7326882,R01 AI114816
7326886,R01 AI143673
7326890,U19 AI142790
7327106,R01 EY025668
7333090,SP/15/8/31575
7333546,EPA999999
7334066,#1790
7334070,ANR-12-EMMA-0010
7334074,ANR-16-CE16-0007-02
7334078,BBT-MOCONET
7334082,DEQ20150331684
7334086,EQU201903007860
7334090,ANR-13-BSV4-0015-01
7334094,ANR-17-CE16-0026-01
7334098,ANR-18-CE16-0001-01
7334102,ANR-10-IAIHU-06
7334106,#1790
7334264,17J08702
7334268,16H04979
7334272,17H06429
7334276,19H03044
7334400,K23 MD013474
7335994,81671678
7335998,81871435
7336002,20161428
7336006,19411965100
7336112,81471721
7336116,81471722
7336120,81641169
7336124,81771887
7336128,81771897
7336132,81901712
7336136,81971586
7336140,NCET-13-0386
7336144,2017TD0005
7336148,2017JY0026
7336152,ZYGD18013
7336414,2017R1D1A1B04034838
7336876,NSFC 81370039
7336880,NSFC 81220108011
7336996,P01 CA214274
7338300,R01 GM065933
7338304,R35 GM130234
7338368,F32 MH116604
7338372,R01 ES025549
7338376,R01 HD100022
7338648,R21 DC016169
7338652,U01 NS094330
7338656,U01 NS099720
7338958,R01 CA201415
7338962,U54 MD007598
7338966,R01 DA035811
7338970,U54 CA229974
7338974,U54 CA143931
7338978,S21 MD000103
7338982,U54 MD008149
7340618,D43 TW009120
7341726,R03 HS022342
7341730,UL1 TR000445
7341862,I01 BX002526
7341866,R01 DK107739
7341870,R01 DK071594
7341874,IK6 BX004476
7341878,R01 DK116306
7342872,R01 HD079573
7342876,R15 HD075222
7350028,R01 HL121754
7353198,P30 CA082709
7353202,U54 CA190151
7355358,R01 HD091323
7373650,U19 AI109755
7382007,R01 HL146153
7382011,R01 HL144002
7382015,R01 HL147357
7382019,R01 HL123920
7382023,R01 HL137093
7404157,U10 CA180868
7404161,U24 CA180803
7437065,T32 CA070085
7442487,T32 CA078207
7444663,T32 CA009666
7469529,R01 DK116004
7470485,R01 EY027402
7482543,K08 HS025696
7484221,T32 EY007136
7484297,CDP 13-003
7484471,R01 HG010171
7484475,R01 MH116527
7484573,P20 GM103475
7489117,DP5 OD017897
7489121,R21 AG052813
7489858,R01 CA214567
7499086,U10 CA180821
7499090,U24 CA196171
7499526,HHSN275201800001C
7499530,HHSN275201800001I
7501700,U24 NS107201
7501704,U54 NS100064
7509952,P30 AI050410
7509956,UM1 AI126619
7510036,U01 DK116101
7510040,U54 DK083912
7510044,R01 DK104753
7510048,UM1 DK100846
7510052,UL1 TR000460
7510056,R01 CA227493
7510060,R01 DK117599
7510064,F32 DK115109
7510420,R01 DC000089
7510584,R01 AG034676
7510588,R01 AG041851
7510592,U01 AG006786
7510896,K01 DA043412
7510900,P30 AI042853
7510904,R01 DA051849
7522034,R01 DK125087
7531068,Industrial Research and Experimental Development of Intelligent Foods (Acronym: SMARTFOODS).
7531164,2020
7531270,PGC2018-099530-B-C31
7531274,PIBA 2018-44
7531278,GIU18/192
7531412,202010425
7531416,20200284
7531624,German Innovation
7543050,U18 DP006289
7546084,R01 AI124690
7546088,P30 CA008748
7547090,T32 GM066698
7549144,UL1 TR000135
7551608,P40 OD010440
7551612,R35 GM128885
7552256,R01 HL137100
7552260,R01 HL137755
7552264,U54 HL127624
7555896,K01 HD078484
7555900,KL2 TR000113
7555904,UL1 TR000114
7561394,U01 DK082325
7561976,ALTF 969-2013
7561980,LT000627/2014-L
7561984,XC 2048/1 – PROJECT ID: 390686111
7561988,2018-67013-28492
7561992,1936800
7562114,R01 NS101158
7562118,F32 NS084769
7562122,K99 NS097683
7562126,F32 NS082010
7562130,25392
7562134,R01 NS070911
7564922,K23 AG053422
7564926,R01 AG063689
7565774,T15 LM011271
7565834,R01 DK104184
7565838,R01 AG057842
7565842,R21 AG050049
7565846,P20 GM104357
7565850,R01 HL138685
7566566,P30 GM103338
7566570,R01 ES023209
7567502,I01 RX001828
7584124,R01 AA012915
7585926,U19 AG051426
7587828,R01 HD103571
7595719,R01 AR069657
7596733,ZIA ES103325
7596737,Z01 ES044005
7604129,FS/18/26/33501
7604133,RP-2017-08-ST2-007
7608845,T32 DK062707
7608849,T32 NR012704
7609051,R01 MH099666
7609251,R24 AG045061
7609255,T32 AG000037
7609259,R24 AG037898
7609263,P30 AG043073
7609267,P30 AG017265
7609271,R00 AG039528
7609675,D43 TW009337
7609811,K23 HL121250
7609815,P50 HL105187
7609971,U54 MD010711
7609975,UL1 TR001863
7610631,P30 AG010133
7611577,P50 DA036128
7611581,R00 CA187460
7613601,K12 DK111028
7613605,P30 MH058107
7613609,UL1 TR001881
7614571,DRF-2013-06-076
7614721,DRF-2013-06-076
7614863,CAT CDRF 10-018
7614867,KMRF-2014-03-002
7614871,RP-PG-0407-10386
7614875,21019
7615099,11/1023/17
7616025,R35 CA197706
7616507,DD6107/2013
7616511,CRF 2016.959
7616721,143103
7616807,P41EB002520
7616811,722779
7616815,xxxx
7617075,2018YFD0501706
7617079,JATS[2018]291
7617083,BK20171381
7617679,OPUS5 2013/09/B/NZ2/ 03233
7617879,KA 4325/1-1
7618171,No. 2015CB352004
7618175,No. 61427819
7618179,No. 2018B030311048
7618319,002 / RID / 2018/19
7618505,2017YFB0504205
7618509,"41622109, 41501456"
7619167,CONTRACTION Pilot Trial - Cryoablation effects ON ThRomboembolic risk and Atrial funCTION
7619317,31772612
7619393,28-024 and 30-004
7619651,2019YJS158
7619753,430 064
7619757,UMO-2018/31/B/NZ6/02443
7620001,U2C ES030158
7620005,direct funds
7620285,207472/Z/17/Z
7620289,MC_UU_00027/4
7620293,MR/R010161/1
7620469,202800/Z/16/Z
7620473,MR/J012483/1
7625247,Taiwan Ministry of Health and Welfare Clinical Trial Center
7625251,China Medical University Hospital
7625255,China Medical University Hospital
7625259,Academia Sinica Stroke Biosignature Project
7625263,MOST Clinical Trial Consortium for Stroke
7626201,CL-2016-26-005
7626205,069683/Z/02/Z
7626209,085477/Z/08/Z
7626213,085477/B/08/Z
7626217,058893/Z/99/A
7626221,201433/Z/16/Z
7626325,R01 GM066225
7626329,R01 GM097074
7627205,D43 TW009745
7627973,R37 DK056061
7627977,R01 DK056061
7627981,R01 DK058057
7627985,I01 BX001142
7627989,R01 AA018071
7628757,K01 AI102944
7628761,R01 GM122876
7628765,T32 GM074905
7628769,U01 AI065663
7631219,R21 AI143179
7631223,T32 AI060525
7631227,R01AI30612
7631231,F31AI36251
7631235,R21AI143179
7631239,T32AI060525
7631243,F31 AI136251
7631247,R01 AI030612
7631343,MR/R010161/1
7631347,UL1 TR001863
7631351,G1100796
7631543,Intramural grant
7631547,Ramalingaswamy Fellowship
7631551,Ramalingaswamy Fellowship
7633109,P20 GM103468
7633113,T32 HL116249
7633755,R01 NS094151
7633759,R01 NS105689
7633949,I01 BX003441
7633953,R01 NS091201
7637723,Tier 1 Canada Research Chair
7637727,R01 HL115158
7637731,P30 CA030199
7637735,TG2-01162
7637739,R01 NS066278
7637743,SCRA
7637917,G0D6817N
7637921,Global Research Initiative Program TW008276
7637925,Early Career Scientist 55007412
7637929,VLAIO IWT141614
7637933,23038.010048/2013-27
7637937,PQ
7637941,G0D6817N
7637945,23038.010048/2013-27
7637949,R01 TW008276
7638205,MCB1506420
7638209,R01 AI108889
7638213,S10 OD016343
7638217,R01AI108889
7638221,S10OD016343
7638783,JYFC2018FKJ146
7639241,1560460-1
7639553,2016R1D1A1B03934564
7639715,HI17C1095
7639847,LY17C060002
7639973,NRF-2014M3A6A4074817
7639977,NRF-M3A6A4-2010-0029785
7639981,NRF-2015M3A6A4065724
7639985,NRF-2017M3A9F7079378
7640833,R03 AG050927
7641399,T32 HD057822
7648883,UL1 TR003142
7648967,NIHR-CS-012-013
7652189,R01 AG061891
7652193,R01 AG062547
7652331,MR/N003403/1
7654715,R21 DA042558
7660121,U54 GM104942
7662007,001
7662265,MR/R003467/1
7662593,K01 MH098902
7662597,R01 ES019841
7662601,R21 MH108444
7663031,MR/N005015/1
7663861,R01 AA020309
7666655,P30 CA016672
7666747,R01 CA163336
7667729,R01 GM108826
7667733,R35 GM118073
7669595,R01 AI137272
7676789,UL1 TR002541
7681793,NIHR-CS-012-009
7688921,001
7691171,K43 TW010401
7697372,R01 AR068987
7697376,R21 AR075851
7697380,R01 AR062581
7697384,R21 AR073496
7697388,R01 NS092650
7698998,MFE-164728
7699002,FDN 154292
7703968,R01 GM087415
7704448,I01 BX002539
7706628,R01 CA211176
7706632,T32 GM007526
7706986,MC_PC_15018
7706990,MC_PC_17213
7710576,R01 GM118384
7710692,F32 GM136023
7710696,R01 GM131627
7711112,R01 NS096956
7711116,S10 OD025252
7711386,F31 NS108610
7711390,R35 GM118112
7716288,UD7HP30928
7719366,T32 GM008478
7722032,P20 CA202924
7722388,R21 NS106490
7722392,R25 GM064120
7722396,T32 GM008396
7723104,"Ministry of Education, Culture, Sports, Science and Technology (MEXT)"
7725148,K24 NS060951
7725734,R01 HD082302
7729616,R21 NS106970
7729620,R01 AG062383
7729624,R01 DK123733
7729628,R21 AI143385
7729632,R21 AI129636
7729636,R01 NS117458
7733682,U19 AI095219
7733686,U01 HL089856
7733690,R01 AI141529
7733694,R01 HD093761
7733698,UH3 OD023268
7738150,K01 AR072072
7738154,P30 AR074992
7739210,R01 AR071162
7739214,T32 HD007418
7739988,U54 HD090255
7740816,PJT 147893
7741458,R01 GM126221
7747570,R01 HG008742
7747816,P30 DC005211
7747820,R01 DC011571
7748186,F31 DK118814
7748190,R01 DK041544
7748194,P30 DK020593
7748198,S10 RR028101
7748202,U24 DK059637
7748318,R01 CA158910
7748322,R01 GM105090
7748326,P01 CA092584
7748330,R01 NS088645
7748334,RF1 NS112719
7748450,P20 GM103474
7748454,P30 GM124165
7748458,S10 OD021527
7748982,R01 AR068897
7749698,MCCC-RP-15-A18862
7749702,MCCC-RP-15-A19005
7752672,MCCC-FCO-11-C
7756306,R01 AG009191
7756310,T32 DC000046
7764572,R01 GM118484
7766608,CERCA Programme
7766612,JR19/00025
7766948,108-2221-E-005 -065 -MY2
7767162,JAIN19A0
7767166,TAYLOR19Y3
7767236,19K04298
7767342,61771305
7767346,41701386
7767350,6142A01180206
7767354,621902Y010202
7767446,61875062
7768656,MOST 108-2221-E-230-003-MY2
7768724,14797
7768728,024.002.002
7768732,CGL2016-74984-R
7768736,694569
7768894,AI109025
7769030,20-14-00148
7769258,(FWF grant no. P28223)
7769450,2016/23/B/ST7/03937
7769770,NSF Award #1841338
7770666,Fondecyt Iniciacion #11150022
7770900,ANR-15-IDEX-04-LUE
7781842,R01 NS098891
7781846,R21 NS077466
7787972,R01 DA043526
7791090,U01 NS090604
7791094,U01 NS103522
7791098,DP2 MH107056
7791102,R21 NS095325
7793764,R01 GM120357
7797708,BB/L01517X/1
7800984,R01 MH112737
7800988,R01 MH120991
7800992,R25 MH094612
7800996,R56 MH115187
7803138,P41 EB027061
7803142,S10 RR029672
7803146,U01 EB025144
7803150,UL1 TR002494
7809239,R01 DK090106
7809417,P01 AT009965
7809421,K01 AT008225
7809425,UH2 AT009145
7809429,UH3 AT009145
7809433,R01 AR064367
7810469,R01 GM128439
7810473,TL1 TR002493
7810477,UL1 TR002494
7814583,R01 GM124156
7823185,R01 GM097360
7823189,P30 CA006927
7823193,P30 DK040561
7824627,ZIA AA000218
7824767,P60 AA007611
7824771,U24 AA015512
7824775,U01 AA013522
7824779,U24 AA013522
7824783,R01 AA010707
7827469,R15 GM104879
7830647,R21 ES012286
7830651,R21 ES024487
7830655,R41 AT009523
7830659,R41 DK121553
7832007,UL1 TR002649
7832093,R21 NS115173
7832097,K08 DK101753
7832101,R03 DK114464
7832105,T32 HD040686
7832109,R01 DK120986
7832285,U01 AI151810
7832289,R37 AI059371
7832293,75N93019C00062
7832297,R35 HL145242
7832301,R01 AI127828
7832305,UL1 TR002345
7832309,HHSN272201700060C
7832313,R01 AI130591
7832571,UM1 AI126603
7832575,R01 OD024917
7832579,UM1 AI124377
7832583,U19 AI128751
7832587,R01 AI129797
7832725,F30 CA206255
7838427,R44 GM108122
7838431,R44 GM116224
7842907,EPA999999
7843519,the Shaanxi Provincial Education Department Serves Local Special Projects
7843523,"the open funding of Key Laboratory of Resource Biology and Biotechnology in Western China, Ministry of Education, Northwest University"
7843527,the Key Research and Development Plan in Shaanxi province
7843531,the Public health specialty in the Department of Traditional Chinese Medicine
7843753,USDA-NIFA
7843955,R01 CA168621
7843959,HHSN272201400006C
7843963,R35 CA231620
7843967,R01 AI121832
7843971,R01 AI044828
7843975,R01 CA190542
7843979,R01 AI135025
7843983,R37 AI044828
7843987,P30 CA006927
7846687,U54 GM104942
7846691,R01 AI095736
7846695,R01 AI118789
7847199,P50 CA211015
7847203,P30 CA016042
7848871,G20 OD020296
7848875,P30 DC011735
7848879,R01 DC009613
7848883,R01 DC016647
7849927,ZIA ES103321
7851085,U38 OT000143
7851247,R21 AI136563
7851539,203930/B/16/Z
7852221,R01 HL117004
7852225,TL4 GM118986
7852229,P60 MD006902
7852233,R01 ES015794
7852237,T34 GM008574
7852241,R01 HL128439
7852245,T32 HG000044
7852249,K01 HL140218
7852253,R56 HG010297
7852257,U01 HG007419
7852261,U01 HG009080
7852265,R01 HL135156
7852269,R21 ES024844
7852273,R01 HG010297
7852277,R01 HL104608
7852281,R01 HL141992
7852285,K12 GM081266
7852289,R00 HL135403
7852293,R01 MD010443
7852297,UL1 GM118985
7852301,RL5 GM118984
7852703,U01 HL126273
7852707,R01 HL128537
7852711,R01 HL128170
7852715,OT2 OD026580
7852719,T32 HL086350
7852803,Fondecyt Regular 1180885
7852929,SFB54P04
7854595,MC_PC_19078
7856109,P01 AI143565
7856113,R01 AI136301
7856209,BB/M005720/1
7856325,R01 AR074428
7856329,R01 HL138466
7856333,R01 HL139714
7856337,U24 DK112331
7856613,R01 DK076648
7856617,R01 GM121081
7856621,UH3 OD023248
7856625,UL1 TR001082
7860069,R01 AI120958
7860211,P41 GM103311
7860215,R01 GM070641
7860219,R01 GM127602
7860223,P41 GM103393
7860227,R01 GM092999
7860493,R01 DK113984
7860497,R00 CA215315
7860501,R01 DK114793
7860505,R01 DK116774
7860509,R01 DK119968
7860513,RC2 DK120534
7860517,P30 DK045735
7861549,R35 GM127085
7861553,R01 GM136717
7861557,R01 CA188347
7861561,P30 CA056036
7861565,R01 GM095758
7862679,BB/R002975/1
7864433,MR/R000328/1
7870351,R01 CA190130
7877913,R01 CA213423
7879171,HHSN268201600002C
7879175,HHSN268201600018C
7879179,HHSN268201100046C
7879183,HHSN268201600003C
7879187,HHSN268201600004C
7879191,HHSN268201600001C
7879457,R43 HL144161
7879777,MR/P017622/1
7880083,BB/P005705/1
7880087,BB/P006272/1
7880653,G1001245/96099
7882803,R21 CA209940
7882807,R01 CA233794
7885877,832352
7886039,R21 EY026185
7886043,T32 EY007136
7886399,R01 GM051986
7886403,S10 OD024988
7886407,R35 GM122556
7886411,R35 GM136365
7886415,R01 GM113172
7886739,DP2 DK105570
7886743,R01 EY013613
7886747,R21 EY030243
7886751,DP1 AT010971
7886755,P30 EY012196
7886759,U54 HD090255
7886763,R01 DK109930
7886899,21192
7887055,K99 HD101021
7887979,S10 RR029205
7887983,P30 GM124165
7887987,ZIA BC011585
7887991,ZIA HL006102
7887995,ZIA HL006150
7887999,P30 GM124169
7888341,U54 CA163120
7888345,U54 CA163117
7888349,R01 CA218513
7888353,U19 OH009077
7888357,U19 AI144301
7888361,P30 CA008748
7888365,UL1 TR002384
7888369,U01 CA210240
7888373,R01 CA207983
7888377,R50 CA211462
7888381,S10 RR027699
7888385,R01 CA169416
7888389,U01 CA169538
7888393,U01 CA224175
7888397,R01 CA217169
7888401,R35 CA232093
7890015,R01 NS045876
7890019,R01 NS112706
7890309,R01 AI141816
7890313,R01 GM118709
7890317,R35 GM136357
7890435,R01 AI066025
7890703,K08 NS099427
7890707,R01 NS110572
7891027,P50 DA039841
7891031,R35 GM133724
7891035,T32 HD007065
7891039,P30 CA034196
7891043,P40 OD011102
7891047,R35 GM133495
7891051,U42 OD010921
7891055,R01 GM070683
7891377,P40 OD011102
7891381,U42 OD010921
7891643,R01 NS084298
7891647,U01 MH106008
7891651,P50 DA005010
7891655,R01 EY029869
7891659,U54 HD087101
7891663,K99 EY028200
7891667,U01 MH117079
7891671,R01 EY015573
7891675,RF1 AG056114
7892017,UMO-2011/02/A/NZ3/00149
7892021,POIR.04.04.00-00-20CE/16-00
7892025,POIR.04.04.00-00-1C54/16-00
